Country,Year,Normalized_GDP,Normalized_Population,Normalized_Per_Capita_GDP,participants,sport_count,event_count,Gold_Medals,Silver_Medals,Bronze_Medals,Total_Medals
Guyana,1984,3.117226372098082e-05,0.0001607645560264,0.0231297849780549,12.0,3.0,12.0,0.0,0.0,0.0,0.0
Honduras,1984,0.0003915533031179,0.0008795467804554,0.0236141627966107,26.0,3.0,20.0,0.0,0.0,0.0,0.0
Haiti,1984,0.0001421247847016,0.001271776636467,0.0086013178629631,3.0,2.0,2.0,0.0,0.0,0.0,0.0
India,1984,0.0170712471027013,0.1583849133229204,0.005723498333478,53.0,7.0,30.0,0.0,0.0,0.0,0.0
Ireland,1984,0.0016142108805026,0.0007395084810684,0.1590480637933256,55.0,10.0,35.0,0.0,1.0,0.0,1.0
Iraq,1984,0.0037737330747361,0.0032108117128133,0.027400816802177,25.0,4.0,11.0,0.0,0.0,0.0,0.0
Iceland,1984,0.0002264913093739,4.859577224586696e-05,0.3326379281636598,35.0,5.0,17.0,0.0,0.0,1.0,1.0
Israel,1984,0.0024579916707561,0.0008709757089675,0.1973719336042971,65.0,11.0,46.0,0.0,0.0,0.0,0.0
Italy,1984,0.0353200795518909,0.0118691644044676,0.2143959972218079,368.0,23.0,151.0,29.0,6.0,28.0,63.0
Jamaica,1984,0.0001869836412186,0.0004734882297162,0.034018242993694,75.0,5.0,35.0,0.0,5.0,2.0,7.0
Japan,1984,0.108312753380903,0.0251939351010027,0.304386776029478,365.0,22.0,147.0,10.0,8.0,31.0,49.0
Kenya,1984,0.0004942608010724,0.0038831053686918,0.0126309590863422,67.0,5.0,33.0,1.0,0.0,2.0,3.0
Kuwait,1984,0.0017424566411481,0.0003803554075467,0.3329803931861364,31.0,5.0,17.0,0.0,0.0,0.0,0.0
Liberia,1984,6.423879613879889e-05,0.0004543423233938,0.011643709944945,10.0,1.0,7.0,0.0,0.0,0.0,0.0
Sri Lanka,1984,0.000482352228267,0.0032383245375623,0.0096733273728818,6.0,3.0,5.0,0.0,0.0,0.0,0.0
Lesotho,1984,2.2764279906428284e-05,0.000329641940698,0.0037509486856529,5.0,2.0,4.0,0.0,0.0,0.0,0.0
Luxembourg,1984,0.0003531724481123,7.513504077197335e-05,0.3377613086013205,5.0,3.0,4.0,0.0,0.0,0.0,0.0
Morocco,1984,0.001189096642711,0.0045291086003718,0.0168048284217594,35.0,6.0,18.0,2.0,0.0,0.0,2.0
Madagascar,1984,0.0003103150272377,0.002124754564037,0.005356245471988,5.0,2.0,5.0,0.0,0.0,0.0,0.0
Mexico,1984,0.0148235740345105,0.0154214125657281,0.0831707993012962,155.0,18.0,87.0,2.0,3.0,1.0,6.0
Myanmar,1984,0.0001009060367708,0.0075306695099879,0.0025717950841688,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Mauritania,1984,8.241969456690968e-05,0.0003453168253405,0.0245608912200256,2.0,1.0,2.0,0.0,0.0,0.0,0.0
Mauritius,1984,8.082543214027098e-05,0.000210724356075,0.0284169143651461,7.0,1.0,7.0,0.0,0.0,0.0,0.0
Malaysia,1984,0.0027278057588608,0.0030950500030068,0.0623640846822149,27.0,5.0,12.0,0.0,0.0,0.0,0.0
Niger,1984,0.0001135564975055,0.0014481793589595,0.0060645240096391,4.0,2.0,4.0,0.0,0.0,0.0,0.0
Nigeria,1984,0.0059102556975155,0.0173138877353524,0.0721485062121362,36.0,4.0,24.0,0.0,1.0,4.0,5.0
Nicaragua,1984,0.0002468664842483,0.0007576957282567,0.0260461947189548,5.0,2.0,5.0,0.0,0.0,0.0,0.0
Netherlands,1984,0.0115956074163299,0.003024803305528,0.2769413669532736,185.0,15.0,74.0,20.0,7.0,14.0,41.0
Norway,1984,0.0049906144315746,0.0008670099360864,0.4178080223958324,132.0,17.0,76.0,0.0,1.0,3.0,4.0
Nepal,1984,0.0002036955407074,0.0035831359109759,0.0017690971350834,10.0,3.0,8.0,0.0,0.0,0.0,0.0
New Zealand,1984,0.0017397115428265,0.0006754461736044,0.2041350771282999,162.0,18.0,76.0,16.0,1.0,6.0,23.0
Oman,1984,0.0007059338714861,0.0002601354816576,0.2013299158293062,22.0,3.0,14.0,0.0,0.0,0.0,0.0
Pakistan,1984,0.0025031694834056,0.0199656729740909,0.0092465556068677,33.0,5.0,15.0,16.0,0.0,0.0,16.0
Panama,1984,0.0004936129083246,0.000449615120441,0.0687882295887274,10.0,5.0,10.0,0.0,0.0,0.0,0.0
Peru,1984,0.0014124983338938,0.0040215454832191,0.0220322276773254,44.0,10.0,29.0,0.0,1.0,0.0,1.0
Philippines,1984,0.0028716536329327,0.0112710700004055,0.0162859975672653,32.0,6.0,28.0,0.0,0.0,0.0,0.0
Papua New Guinea,1984,0.0002013981470377,0.0007128143667465,0.0301019263459837,12.0,2.0,12.0,0.0,0.0,0.0,0.0
Puerto Rico,1984,0.0015382302063389,0.000700013780961,0.1590200414224065,58.0,13.0,45.0,0.0,1.0,1.0,2.0
Portugal,1984,0.0020255897484179,0.0020957329369608,0.0684485788702529,48.0,11.0,32.0,1.0,0.0,2.0,3.0
Paraguay,1984,0.0003583256141991,0.0007144379396026,0.047249079512389,18.0,4.0,15.0,0.0,0.0,0.0,0.0
Rwanda,1984,0.000123711128045,0.0012798330240293,0.0053310610566636,6.0,1.0,6.0,0.0,0.0,0.0,0.0
Saudi Arabia,1984,0.0096238330582676,0.0016133767430722,0.2700239615804979,42.0,5.0,11.0,0.0,0.0,0.0,0.0
Senegal,1984,0.0002764495833999,0.0013620265572352,0.0121246423578542,29.0,5.0,21.0,0.0,0.0,0.0,0.0
Singapore,1984,0.0015854550109164,0.0005716115766187,0.2065655926039499,14.0,2.0,7.0,0.0,0.0,0.0,0.0
Sierra Leone,1984,8.347392317637515e-05,0.0007450340420876,0.0106520817739964,10.0,2.0,6.0,0.0,0.0,0.0,0.0
Somalia,1984,5.9325758164363415e-05,0.001347134713934,0.0007211610352479,9.0,1.0,6.0,0.0,0.0,0.0,0.0
Suriname,1984,6.548804264084126e-05,7.853304573517346e-05,0.0843245088442208,7.0,3.0,7.0,0.0,0.0,0.0,0.0
Sweden,1984,0.0087722332181656,0.0017475130676764,0.3632960189823671,254.0,19.0,138.0,3.0,18.0,13.0,34.0
Seychelles,1984,8.90731151269308e-06,1.1920818276271351e-05,0.0736808850406354,15.0,2.0,15.0,0.0,0.0,0.0,0.0
Chad,1984,6.992300453762418e-05,0.0010569050148098,0.0032632971569845,3.0,1.0,3.0,0.0,0.0,0.0,0.0
Togo,1984,7.757431111721383e-05,0.0006976317154873,0.0045968273718559,6.0,2.0,6.0,0.0,0.0,0.0,0.0
Thailand,1984,0.0033599864738695,0.0103532261618514,0.022032882242718,40.0,5.0,25.0,0.0,1.0,0.0,1.0
Trinidad and Tobago,1984,0.0006202700732518,0.0002444553515612,0.1913337777811592,23.0,5.0,14.0,0.0,0.0,0.0,0.0
Tunisia,1984,0.0006603074075334,0.001513238302643,0.031534571685338,28.0,6.0,17.0,0.0,0.0,0.0,0.0
Uganda,1984,0.0002869512834904,0.0030632978025072,0.0064134335864176,30.0,5.0,24.0,0.0,0.0,0.0,0.0
Uruguay,1984,0.0003863159522701,0.0006283184989644,0.047476197462065,23.0,5.0,11.0,0.0,0.0,0.0,0.0
United States,1984,0.324958432767352,0.0494787075894688,0.4838940108258798,693.0,25.0,217.0,186.0,116.0,50.0,352.0
Zambia,1984,0.0002148273892667,0.0013790482645921,0.0113692167816736,18.0,3.0,18.0,0.0,0.0,1.0,1.0
Zimbabwe,1984,0.0005071936601533,0.001759028517284,0.0238622944488717,20.0,5.0,18.0,0.0,0.0,0.0,0.0
Argentina,1988,0.0064962606926352,0.0062089177296086,0.0650296662012856,134.0,18.0,53.0,0.0,1.0,12.0,13.0
Australia,1988,0.0120949348429209,0.0032290668953871,0.2650998039931437,339.0,24.0,145.0,18.0,6.0,11.0,35.0
Austria,1988,0.0067999400008574,0.0014806653945444,0.2677057448537322,96.0,17.0,62.0,1.0,0.0,0.0,1.0
Belgium,1988,0.0083104973426839,0.001933328167393,0.2490841903277536,85.0,16.0,65.0,0.0,0.0,2.0,2.0
Benin,1988,7.786484138333553e-05,0.0009690579905539,0.0041600399060348,10.0,2.0,7.0,0.0,0.0,0.0,0.0
Burkina Faso,1988,0.0001288859571257,0.0016960423608998,0.0038688420327608,9.0,2.0,7.0,0.0,0.0,0.0,0.0
Bangladesh,1988,0.0013566667329216,0.0209505914673159,0.0023159440501351,11.0,2.0,8.0,0.0,0.0,0.0,0.0
Belize,1988,1.6442609986583948e-05,3.256924936052338e-05,0.032389902709275,13.0,2.0,7.0,0.0,0.0,0.0,0.0
Bermuda,1988,6.7353855866908e-05,9.415577656810652e-06,0.4988761403204149,14.0,6.0,12.0,0.0,0.0,0.0,0.0
Brazil,1988,0.0157696747897744,0.0281050213058921,0.0278410669521051,233.0,21.0,106.0,1.0,17.0,5.0,23.0
Barbados,1988,8.772849256836978e-05,4.870769915675829e-05,0.1081023327858737,26.0,7.0,20.0,0.0,0.0,0.0,0.0
Botswana,1988,0.0001303469010462,0.0002397733199942,0.0203143773815106,11.0,2.0,8.0,0.0,0.0,0.0,0.0
Central African Republic,1988,5.965808093315184e-05,0.000528701071478,0.0062402914363811,15.0,3.0,4.0,0.0,0.0,0.0,0.0
Canada,1988,0.0260937465373951,0.005234004536013,0.2893545278562257,503.0,23.0,193.0,4.0,5.0,14.0,23.0
Switzerland,1988,0.0110384362204237,0.0012868212783845,0.499006775035439,151.0,17.0,83.0,0.0,6.0,2.0,8.0
Chile,1988,0.001329181683417,0.0025386954250706,0.0315704894269077,23.0,6.0,14.0,0.0,1.0,0.0,1.0
Cameroon,1988,0.0006217828817275,0.0020864021932723,0.0164025148871356,21.0,4.0,21.0,0.0,0.0,0.0,0.0
Colombia,1988,0.0020039665560571,0.0060818925370732,0.0255805334189458,57.0,10.0,34.0,0.0,0.0,1.0,1.0
Costa Rica,1988,0.0002312868770147,0.000578364965431,0.0286507712137844,33.0,6.0,18.0,0.0,1.0,0.0,1.0
Denmark,1988,0.0059147253208921,0.0010007503860312,0.3436274322054284,130.0,15.0,73.0,3.0,1.0,3.0,7.0
Dominican Republic,1988,0.0002702097866287,0.0013380895784843,0.0116179160947752,18.0,5.0,15.0,0.0,0.0,0.0,0.0
Algeria,1988,0.0030223885383245,0.0047098442661462,0.0356481153139613,45.0,7.0,29.0,0.0,0.0,0.0,0.0
Ecuador,1988,0.0006635829519907,0.001954657193519,0.0186445914259397,15.0,6.0,15.0,0.0,0.0,0.0,0.0
Spain,1988,0.0192542757265365,0.007574208148043,0.1470695244400141,317.0,24.0,130.0,1.0,2.0,2.0,5.0
Finland,1988,0.0055816362062047,0.0009649815091624,0.336057884899669,101.0,15.0,66.0,1.0,1.0,2.0,4.0
Fiji,1988,5.172205652183213e-05,0.0001466007063159,0.0208435287967113,41.0,5.0,31.0,0.0,0.0,0.0,0.0
France,1988,0.0517863379171823,0.0112542286644931,0.2699324114584303,413.0,23.0,167.0,12.0,4.0,13.0,29.0
Gabon,1988,0.0001913158490871,0.000180276233776,0.0695048849944643,2.0,2.0,2.0,0.0,0.0,0.0,0.0
Ghana,1988,0.0002611647366558,0.0028586276902245,0.010119323589889,21.0,3.0,13.0,0.0,0.0,0.0,0.0
Equatorial Guinea,1988,0.0,8.425242817529206e-05,0.0039209926864152,7.0,1.0,7.0,0.0,0.0,0.0,0.0
Greece,1988,0.0038478722742075,0.0019597723373551,0.1139458845632507,72.0,12.0,43.0,0.0,0.0,1.0,1.0
Guatemala,1988,0.0003966259871579,0.0016656864494222,0.0108627594581969,37.0,8.0,16.0,0.0,0.0,0.0,0.0
Guyana,1988,1.605064951000346e-05,0.0001467894829709,0.0119304864005973,8.0,3.0,8.0,0.0,0.0,0.0,0.0
Honduras,1988,0.0002972840809458,0.000918314200332,0.0162931825647918,18.0,3.0,15.0,0.0,0.0,0.0,0.0
Haiti,1988,0.0001287776594073,0.001283842867412,0.0048989973062458,5.0,2.0,5.0,0.0,0.0,0.0,0.0
India,1988,0.0151911111406358,0.1616785033368431,0.0042810126211484,55.0,11.0,27.0,0.0,0.0,0.0,0.0
Ireland,1988,0.0019302036550187,0.0006871843497502,0.1638803087195446,78.0,12.0,47.0,0.0,0.0,0.0,0.0
Iraq,1988,0.0032065902141446,0.0033026731800704,0.0205101321388126,28.0,5.0,13.0,0.0,0.0,0.0,0.0
Iceland,1988,0.0003077321824038,4.713983673089349e-05,0.3725959893132275,42.0,5.0,25.0,0.0,0.0,0.0,0.0
Israel,1988,0.0026876533205962,0.0008663953438299,0.1670754452363651,29.0,8.0,20.0,0.0,0.0,0.0,0.0
Italy,1988,0.0457831508365079,0.011064885679488,0.2394040942593313,374.0,23.0,140.0,11.0,10.0,8.0,29.0
Jamaica,1988,0.0001910002031643,0.0004567494161304,0.0271946441231561,49.0,5.0,22.0,0.0,7.0,0.0,7.0
Japan,1988,0.1601461037626269,0.0239526468135998,0.3814637395416094,408.0,23.0,165.0,4.0,3.0,13.0,20.0
Kenya,1988,0.000422950226119,0.0041717883929323,0.0084215753382241,88.0,7.0,50.0,5.0,2.0,2.0,9.0
Kuwait,1988,0.0010549506366216,0.0004155019124251,0.1473428719592026,34.0,7.0,24.0,0.0,0.0,0.0,0.0
Liberia,1988,4.804790461739809e-05,0.0004765189829321,0.0060296461254427,11.0,2.0,10.0,0.0,0.0,0.0,0.0
Libya,1988,0.0012403573033803,0.0008264815882309,0.0958933444713305,7.0,3.0,5.0,0.0,0.0,0.0,0.0
Sri Lanka,1988,0.0003523969561625,0.0031404350833201,0.0060438272288789,9.0,3.0,9.0,0.0,0.0,0.0,0.0
Lesotho,1988,1.8950426228626717e-05,0.0003383368164945,0.0028329527834649,6.0,2.0,5.0,0.0,0.0,0.0,0.0
Luxembourg,1988,0.0004774038137112,7.131536467601804e-05,0.384640054891046,11.0,4.0,11.0,0.0,0.0,0.0,0.0
Morocco,1988,0.0013119008381547,0.0045908305516129,0.0153435963113736,29.0,4.0,25.0,1.0,0.0,2.0,3.0
Mexico,1988,0.0092999784967899,0.0155725132135235,0.0411978879102323,144.0,17.0,82.0,0.0,0.0,2.0,2.0
Myanmar,1988,7.380906654929353e-05,0.0075417659223116,0.0002574494507324,3.0,1.0,3.0,0.0,0.0,0.0,0.0
Mauritania,1988,6.734623483305216e-05,0.0003610091663541,0.0158333412785166,7.0,2.0,7.0,0.0,0.0,0.0,0.0
Mauritius,1988,0.000105686639474,0.0002022061793784,0.0304558240630642,11.0,5.0,9.0,0.0,0.0,0.0,0.0
Malaysia,1988,0.0018020717787086,0.0032807442115728,0.0312867643691814,17.0,5.0,15.0,0.0,0.0,0.0,0.0
Niger,1988,0.0001116866367691,0.0015213971823152,0.0049180517730283,6.0,2.0,4.0,0.0,0.0,0.0,0.0
Nigeria,1988,0.0025386675995355,0.0179809904628634,0.010401559707347,82.0,8.0,43.0,0.0,0.0,0.0,0.0
Netherlands,1988,0.0134340032958289,0.0028827672607115,0.2701500568043302,202.0,17.0,86.0,3.0,6.0,36.0,45.0
Norway,1988,0.0052158581428678,0.0008209576237299,0.3691022563196632,79.0,11.0,42.0,2.0,20.0,0.0,22.0
Nepal,1988,0.000173511458238,0.0036407205781114,0.0015157361825412,20.0,5.0,17.0,0.0,0.0,0.0,0.0
New Zealand,1988,0.002309555018979,0.0006399806103628,0.212184281678552,112.0,16.0,58.0,4.0,4.0,16.0,24.0
Oman,1988,0.0004245301058587,0.0003087749004097,0.0768055207158528,13.0,3.0,9.0,0.0,0.0,0.0,0.0
Pakistan,1988,0.0019660613508153,0.0212454291397125,0.0055855654945211,33.0,6.0,15.0,0.0,0.0,1.0,1.0
Panama,1988,0.0002972874783933,0.0004581312377947,0.0355450037324181,9.0,3.0,9.0,0.0,0.0,0.0,0.0
Peru,1988,0.0007859116891318,0.0041128656489389,0.0209924520565508,26.0,7.0,15.0,0.0,12.0,0.0,12.0
Philippines,1988,0.002205817171507,0.0116725987704648,0.0098580636996006,42.0,11.0,40.0,0.0,0.0,1.0,1.0
Papua New Guinea,1988,0.000182179057631,0.0007237145867101,0.022062678928789,15.0,4.0,15.0,0.0,0.0,0.0,0.0
Puerto Rico,1988,0.0013467675376798,0.0006772079139154,0.1151012780902998,56.0,12.0,44.0,0.0,0.0,0.0,0.0
Portugal,1988,0.0028818903014209,0.0019563772888789,0.0846530364242138,91.0,14.0,59.0,1.0,0.0,0.0,1.0
Paraguay,1988,0.0002128956866434,0.0007449502016134,0.0261007434786932,13.0,5.0,11.0,0.0,0.0,0.0,0.0
Rwanda,1988,0.0001175858388695,0.001360042583761,0.0040297852784342,8.0,1.0,7.0,0.0,0.0,0.0,0.0
Saudi Arabia,1988,0.0045167898492123,0.0018800761490476,0.0902993206890576,13.0,3.0,12.0,0.0,0.0,0.0,0.0
Senegal,1988,0.0003237069115693,0.0014228796097425,0.0137129869114095,35.0,4.0,23.0,0.0,1.0,0.0,1.0
Singapore,1988,0.0012947963357314,0.0005545245844459,0.1396943583069292,27.0,3.0,16.0,0.0,0.0,0.0,0.0
Sierra Leone,1988,4.890785622237311e-05,0.0007672225247516,0.0034607715132151,20.0,4.0,14.0,0.0,0.0,0.0,0.0
Somalia,1988,4.872919595197086e-05,0.0014122764588634,0.0007039344042103,5.0,1.0,4.0,0.0,0.0,0.0,0.0
Suriname,1988,5.433463502381925e-05,7.693899387072217e-05,0.0591531806103938,10.0,4.0,10.0,1.0,0.0,0.0,1.0
Sweden,1988,0.0105848898670607,0.0016470022506765,0.3727266169878385,247.0,23.0,112.0,0.0,5.0,11.0,16.0
Chad,1988,7.08121860585339e-05,0.0010976959923378,0.0031153520900498,6.0,1.0,6.0,0.0,0.0,0.0,0.0
Togo,1988,9.461727532434192e-05,0.0007350220347576,0.0059109305775345,6.0,2.0,6.0,0.0,0.0,0.0,0.0
Thailand,1988,0.0031544691376706,0.0103497049310273,0.0169301894072969,15.0,4.0,12.0,0.0,0.0,1.0,1.0
Trinidad and Tobago,1988,0.0002252553392392,0.0002387166788205,0.0569882812501257,10.0,3.0,9.0,0.0,0.0,0.0,0.0
Tunisia,1988,0.0005121462179155,0.0015567081878561,0.0196434725561998,45.0,6.0,14.0,0.0,0.0,0.0,0.0
Uganda,1988,0.0003283444518786,0.003217013134663,0.0050323883461231,30.0,3.0,22.0,0.0,0.0,0.0,0.0
Uruguay,1988,0.0004156826986492,0.0005978793124485,0.0403694181157392,18.0,8.0,14.0,0.0,0.0,0.0,0.0
United States,1988,0.2682922130001272,0.0477785666470614,0.329401595207759,715.0,27.0,230.0,87.0,66.0,54.0,207.0
Zambia,1988,0.0001859039719374,0.0014427777635411,0.0059000657612813,33.0,3.0,11.0,0.0,0.0,0.0,0.0
Zimbabwe,1988,0.0003952518870142,0.0018710729096331,0.0179486864298509,47.0,10.0,38.0,0.0,0.0,0.0,0.0
Argentina,1992,0.0089544806200729,0.0061500423932678,0.0836383191693731,111.0,17.0,68.0,0.0,0.0,2.0,2.0
Australia,1992,0.0127433798372774,0.0031895618824232,0.2135003218886901,390.0,25.0,153.0,14.0,27.0,16.0,57.0
Austria,1992,0.007604715136012,0.00142988984218,0.2847385885235458,127.0,17.0,68.0,0.0,6.0,0.0,6.0
Belgium,1992,0.0091895783192117,0.0018323734542602,0.2682028809348538,103.0,18.0,70.0,0.0,1.0,2.0,3.0
Benin,1992,6.111867046251598e-05,0.0010240438759695,0.0035412969515157,7.0,2.0,6.0,0.0,0.0,0.0,0.0
Burkina Faso,1992,0.0001261837973801,0.0017564424202274,0.0032996693846207,4.0,2.0,4.0,0.0,0.0,0.0,0.0
Bangladesh,1992,0.0012365507430218,0.0211686545789422,0.0019022604064341,9.0,3.0,6.0,0.0,0.0,0.0,0.0
Belize,1992,2.19919080553924e-05,3.321913131124277e-05,0.0406332398283339,18.0,2.0,10.0,0.0,0.0,0.0,0.0
Bermuda,1992,6.0514955158148176e-05,9.013687068645714e-06,0.4225627989524544,29.0,4.0,20.0,0.0,0.0,0.0,0.0
Brazil,1992,0.0128478285401931,0.0281655658184866,0.025599135016663,233.0,23.0,107.0,13.0,1.0,0.0,14.0
Barbados,1992,7.136712447871305e-05,4.586885674347858e-05,0.0857654720989086,22.0,5.0,17.0,0.0,0.0,0.0,0.0
Botswana,1992,0.0001571139321997,0.0002503133525629,0.031658340454984,6.0,2.0,6.0,0.0,0.0,0.0,0.0
Central African Republic,1992,5.001985992255345e-05,0.0005568247225211,0.0044080398873121,21.0,3.0,16.0,0.0,0.0,0.0,0.0
Canada,1992,0.0232729213308382,0.0051783149290892,0.2397704805803353,441.0,24.0,198.0,27.0,5.0,12.0,44.0
Switzerland,1992,0.0109573735951445,0.0012536392042639,0.466915362064719,171.0,17.0,80.0,1.0,0.0,0.0,1.0
Chile,1992,0.0017942658500638,0.0025333664132307,0.0389601153430287,15.0,7.0,12.0,0.0,0.0,0.0,0.0
Cameroon,1992,0.0004674957949041,0.0021904442681433,0.0126713634087796,12.0,2.0,9.0,0.0,0.0,0.0,0.0
Colombia,1992,0.0022816474981988,0.0061622831442619,0.0197277955255852,61.0,11.0,31.0,0.0,0.0,1.0,1.0
Costa Rica,1992,0.0003307365073816,0.0005979827049559,0.0283682718103909,20.0,6.0,18.0,0.0,0.0,0.0,0.0
Germany,1992,0.0838583777499238,0.014718617567778,0.3042688292617536,647.0,26.0,236.0,81.0,57.0,60.0,198.0
Denmark,1992,0.0059853881888207,0.0009425276021887,0.3383907580823732,136.0,14.0,65.0,3.0,2.0,9.0,14.0
Dominican Republic,1992,0.0004492302807507,0.0013580938318408,0.0164432490364997,32.0,5.0,13.0,0.0,0.0,0.0,0.0
Algeria,1992,0.0018746887976615,0.0048601371981289,0.019836152678679,36.0,7.0,27.0,1.0,0.0,1.0,2.0
Ecuador,1992,0.0007033557222183,0.001993949395542,0.0177805873394372,15.0,6.0,15.0,0.0,0.0,0.0,0.0
Spain,1992,0.0246858573277612,0.0071476767448981,0.1837421117272649,537.0,29.0,195.0,48.0,19.0,2.0,69.0
Ethiopia,1992,0.0004159185672713,0.0094656967548664,0.0009925646934408,24.0,2.0,11.0,1.0,0.0,2.0,3.0
Finland,1992,0.004402091540348,0.0009189060419876,0.2553071731282764,130.0,16.0,85.0,1.0,4.0,2.0,7.0
Fiji,1992,5.473879067714425e-05,0.0001417366643214,0.0211199055483826,36.0,4.0,32.0,0.0,0.0,0.0,0.0
France,1992,0.0544184906273867,0.0107424340685662,0.2738046014057158,476.0,25.0,194.0,9.0,5.0,41.0,55.0
Gabon,1992,0.0002137412738869,0.0001879350741277,0.0677048289770864,5.0,3.0,5.0,0.0,0.0,0.0,0.0
Ghana,1992,0.0002460006532515,0.0029533462804123,0.0090724444076527,41.0,4.0,13.0,0.0,0.0,20.0,20.0
Equatorial Guinea,1992,0.0,9.160516195032816e-05,0.0033741095843058,8.0,1.0,8.0,0.0,0.0,0.0,0.0
Greece,1992,0.0044831597124648,0.0018969883116537,0.1262366357687103,76.0,17.0,53.0,2.0,0.0,0.0,2.0
Guatemala,1992,0.0004036205863035,0.001736904944493,0.0097272962180478,41.0,7.0,27.0,0.0,0.0,0.0,0.0
Guyana,1992,9.354795445251836e-06,0.0001352670173511,0.0079313817357043,7.0,3.0,7.0,0.0,0.0,0.0,0.0
Honduras,1992,0.0001883363730785,0.0009607965268535,0.0075057495045224,27.0,4.0,25.0,0.0,0.0,0.0,0.0
Haiti,1992,8.31212180223071e-05,0.0013013298230356,0.0028962382204786,8.0,2.0,8.0,0.0,0.0,0.0,0.0
India,1992,0.0112819204271889,0.1648583321456277,0.0024516153156121,61.0,12.0,36.0,0.0,0.0,0.0,0.0
Ireland,1992,0.002184682709059,0.0006480404458659,0.180933819094352,77.0,12.0,47.0,1.0,1.0,0.0,2.0
Iraq,1992,1.640807169150117e-05,0.0033396792363236,0.004907953525083,8.0,3.0,8.0,0.0,0.0,0.0,0.0
Iceland,1992,0.0002720395077925,4.601309326405283e-05,0.3103050562940989,31.0,6.0,15.0,0.0,0.0,0.0,0.0
Israel,1992,0.0031009591752895,0.0009336963104163,0.1692378052565455,44.0,10.0,42.0,0.0,1.0,1.0,2.0
Italy,1992,0.0518156931786507,0.0103682412632404,0.2657733436914696,431.0,26.0,169.0,21.0,10.0,14.0,45.0
Jamaica,1992,0.0001331849381287,0.0004410466151898,0.0186705847521977,51.0,5.0,23.0,0.0,3.0,1.0,4.0
Japan,1992,0.1558923440967349,0.0227156018516177,0.3598183094980292,374.0,24.0,162.0,3.0,8.0,36.0,47.0
Kenya,1992,0.0003162212317782,0.0044500475743896,0.0047591080054734,55.0,5.0,29.0,2.0,4.0,2.0,8.0
Kuwait,1992,0.0007724523222218,0.0002968575648628,0.1396707324123596,37.0,7.0,18.0,0.0,0.0,0.0,0.0
Libya,1992,0.0013218553465004,0.0008455754646162,0.0929985465846186,5.0,4.0,5.0,0.0,0.0,0.0,0.0
Sri Lanka,1992,0.0003747270300468,0.0030545727485965,0.0061584822577366,16.0,5.0,16.0,0.0,0.0,0.0,0.0
Lesotho,1992,2.7270341401371164e-05,0.0003403682457838,0.0035878602638858,8.0,1.0,8.0,0.0,0.0,0.0,0.0
Luxembourg,1992,0.0006024890778174,6.995233896614703e-05,0.4544203761600748,8.0,4.0,8.0,0.0,0.0,0.0,0.0
Morocco,1992,0.001314963436576,0.0046015886705527,0.0138495601399575,45.0,7.0,24.0,1.0,1.0,1.0,3.0
Madagascar,1992,0.0001402150207239,0.0023355054929751,0.0019290310244505,17.0,6.0,15.0,0.0,0.0,0.0,0.0
Mexico,1992,0.0142172148717084,0.0157082281695732,0.0576708793917252,140.0,18.0,71.0,0.0,1.0,0.0,1.0
Myanmar,1992,8.916892312641542e-05,0.0074749762490286,0.0004076617476714,5.0,2.0,5.0,0.0,0.0,0.0,0.0
Mauritania,1992,7.948562901854132e-05,0.0003795971104004,0.0120410949182383,6.0,1.0,6.0,0.0,0.0,0.0,0.0
Mauritius,1992,0.0001226976822637,0.0001963447935887,0.0338000108763467,22.0,4.0,17.0,0.0,0.0,0.0,0.0
Malaysia,1992,0.0023119249638563,0.0034371259773572,0.0354354286172425,26.0,6.0,10.0,0.0,0.0,0.0,0.0
Niger,1992,0.000127340686174,0.0016082545493009,0.0033007780002359,3.0,1.0,3.0,0.0,0.0,0.0,0.0
Nigeria,1992,0.0020334981552979,0.0186893525780695,0.0047417174587671,68.0,8.0,33.0,0.0,7.0,4.0,11.0
Nicaragua,1992,6.493649942480921e-05,0.0007938464058463,0.0087924571662218,9.0,6.0,9.0,0.0,0.0,0.0,0.0
Netherlands,1992,0.0142304912535188,0.0027706426101124,0.2741523609301032,257.0,20.0,105.0,5.0,20.0,8.0,33.0
Norway,1992,0.0051187811779024,0.0007809518434848,0.3496198803269929,114.0,17.0,64.0,2.0,20.0,1.0,23.0
Nepal,1992,0.0001279273143442,0.0037612263519769,0.000817649825121,2.0,2.0,2.0,0.0,0.0,0.0,0.0
New Zealand,1992,0.0016258720340892,0.00064316013929,0.1356097107789372,175.0,17.0,87.0,1.0,9.0,5.0,15.0
Oman,1992,0.0005502025525544,0.0003522292347997,0.0700430589601848,5.0,2.0,5.0,0.0,0.0,0.0,0.0
Pakistan,1992,0.0019092128184114,0.0225552707262819,0.004645816133612,28.0,5.0,12.0,0.0,0.0,16.0,16.0
Panama,1992,0.000309689445277,0.0004659931430235,0.033466149984108,7.0,4.0,7.0,0.0,0.0,0.0,0.0
Peru,1992,0.0014032859518566,0.0041878438377731,0.0166304951928953,21.0,9.0,18.0,0.0,1.0,0.0,1.0
Philippines,1992,0.0023610662997388,0.0120350016142659,0.0094933970133068,38.0,9.0,29.0,0.0,0.0,1.0,1.0
